gene,BB9,BB10,BB17,BB19,BB20,BB21,BB11,BB12,BB18,,
rsmE,192761,220581,290764,254233,216704,186005,159397,126693,167434,732,201619
rsmF,75.0763,76.7093,84.0853,52.3205,53.8576,62.02,55.4731,59.1562,54.5206,1440,63691
rsmG,78.3225,83.9187,92.8408,87.0075,86.5216,65.8292,91.7462,96.2097,82.2899,624,84.9651
rsmH,154866,163727,239887,226286,212639,159727,148066,93.6898,133264,942,170239
rsmI,92.8013,92.4351,95.0771,97.9819,86.6031,80.9444,107186,92.7314,106251,861,94.6679
rsmJ,88.9284,91.0423,72874,90.5155,89.9159,99.9092,107754,120.55,117542,753,97.6701
rspA,53.8519,54537,39.9811,48.5351,43.4226,54.8914,58.7091,62.7562,73292,1215,54.4418
rspB,47.7346,51.2683,44.4496,37.3416,33.4482,57.4667,55.0588,64.4574,48.6198,1020,48.8717
rspR,95.5973,103.96,96.6356,116476,100346,104133,62.5911,70.7141,76.1205,687,91.8415
rssA,83.8602,102392,138014,267361,275439,191418,78.7324,60.5693,76.3641,906,141572
rssB,55.6369,47.4742,51455,124714,154356,93.8791,60.8404,44094,57.9694,1014,76.7132
rstA,177236,217592,331094,148957,127011,110899,100119,69.9895,95.1531,720,153117
rstB,63.5822,63.1071,70.3355,46.5751,53.8931,59.7313,52.3397,58.8459,55.7328,1302,58.2381
rsuA,129075,159635,275818,310587,257981,173576,101283,80.7859,125227,696,179.33
rsxA,50.3637,46649,34.0046,29.2776,53.7858,59.8738,27.5082,53.2911,43.4176,582,44.2413
rsxB,49036,50.1075,55.9322,39.8161,41.3077,60.9812,35613,49.3243,46.4432,579,47.6179
rsxC,55.1976,58.3586,71.9499,50.4244,54.0321,59.1723,50.0738,56.5542,51.6078,2223,56.3745
rsxD,53.2727,57024,62.8599,53.6341,57.1259,62.6505,46.3033,55.0953,48.2329,1059,55.1332
rsxE,62.7312,71.5322,73.6721,63.8455,57.3571,62.8323,41.1878,57.3134,46.2078,696,59.6311
rsxG,45.4234,42.6812,32.4485,41.9653,24.9208,41.8065,43.1927,49.6971,40.6909,621,40314
rtcA,61.9245,60.0834,51834,51.0855,50.4932,74.0875,74.6722,90.9475,95932,1017,67.8955
rtcB,81.3122,85.7637,61.8779,54.5956,52.7441,75.5134,101651,115.2,100108,1227,80.9739
rtcR,78.3105,72.3967,45457,66.1322,61.1501,71.6562,82.3006,115881,97776,1599,76.7845
rtn,75.1061,78.1683,90.7087,66.0922,62.5737,75.9606,63.0944,77.8063,69.1699,1557,73.1867
rttR,69.5695,67.4459,63.1281,38.1001,59.6489,81.6474,53.4296,62135,66379,171,62.3871
rusA,54.2265,62.5574,87.2316,44.6399,40.2108,69.2951,65.3479,63.5316,66.2614,363,61478
rutA,43.1225,44.2031,29.5944,30.9683,43.0088,45592,34.0682,51.9022,34.6936,1149,39.6837
rutB,45.2169,52.2016,33.2311,25.3113,37304,30.9694,36.0442,46.7937,44.2629,693,39.0372
rutC,37395,33.5038,26.4991,37.9865,38.1715,40.8472,32.7053,41.8967,49.9313,387,37.6596
rutD,40.5748,38277,44.2488,34.6205,25.9072,40.4787,33.0679,39.8327,33.9087,801,36.7685
rutE,45.0314,43.7568,21.3097,25.7224,21.1272,33.3858,33.4716,45.2572,27.4373,591,32.9444
rutF,33.3242,36.7582,33.0753,24.6363,24.1588,34.4992,37423,39.4556,44.7699,495,34.2334
rutG,44.3416,45.8702,30.3243,23.7572,27.7885,36031,35.2565,46929,45.4496,1329,37.3053
rutR,58.9224,51.6804,54.6221,39.7375,65.7761,34.1282,57.9794,40.2236,45.2543,639,49.8138
ruvA,94.9882,86.0324,81.4322,264.23,280746,140085,117.65,58.2054,128505,612,139097
ruvB,69.2066,71.0683,86.3094,158132,138115,94.0436,107367,66.3677,91957,1011,98.0629
ruvC,155418,157.68,244712,202897,150594,137.27,165554,69.0056,116.49,522,155513
rybB,34.1538,53.4997,20.4967,21.1461,33.3914,36.5145,25.4646,35.3729,30.7888,79,32.3143
rydB,28.8572,8.42766,13.2291,2.45668,10.3448,22.0591,23.4205,30.7084,37.7565,68,19.6955
rydC,64196,85.0667,84.3352,15.6613,13.7392,63.1017,45.8395,47.0222,19.0025,64,48.6627
ryeA,52.4558,63.8675,55.6364,59.7102,45.9076,54.6809,144414,83.7388,119391,249,75.5336
ryfA,42.3603,41.9443,47.3461,37.9169,49.7503,47.4449,47.7007,39.1936,56.0073,304,45.5182
ryfD,53.6027,72.1361,88.0703,213783,172172,107317,183468,51109,91.6607,143,114813
ryhB,85.1688,57.3081,61.9708,76.1025,35.1723,47.4364,71.7134,107.82,94.59,90,70.8092
ryjA,52.1233,46.0512,52.6894,79.9474,69.0885,89.8362,93.9991,76.1128,93.6248,140,72.6081
ryjB,62.0029,57.3081,31.9849,109513,80.1147,56.4109,70782,75.4061,78.0743,90,69.0664
rzoD,156152,136224,257583,87.6351,93.2162,51703,52.2163,50845,88.6089,183,108243
rzoQ,31.9834,26.1258,21872,8.5165,19.3103,40.7245,29.5838,41.0649,41.8634,255,29.0049
rzoR,38.5732,38.1284,39.6587,42.2127,45.3836,63.8965,27.4896,35.4962,53.7609,186,42.7333
rzpD,92.9114,96.5989,107871,69.7868,69.6594,76924,63.3192,76.8374,79.8487,462,81.5286
rzpQ,28.1981,24.4538,13.0059,16.1016,25.4258,38.6937,28.6135,39.5262,23.8782,498,26433
sad,50.8585,51.8826,43133,50.1524,51.2771,56.9869,53.4064,61.4609,76.4659,1389,55.0693
safA,27.8734,44.1388,29.0772,26155,30.1984,71.0964,55.8806,68.3959,31.3935,198,42.6899
sanA,78.1849,80291,98.7034,69838,82.8015,82.6933,67.1731,62.9521,66.6259,720,76.5848
sapA,97.6519,108368,130887,102326,123766,87.9432,69.0349,50.0225,66578,1644,92.9531
sapB,67.86,59.8443,71.3328,58.9705,48.7897,46.9427,52.9303,50.7991,51.7573,966,56.5808
sapC,50.5163,59.4949,55.9332,47.6227,51.1202,53.4842,39.4174,44.2876,53.9908,891,50.6519
sapD,93.6805,93.1329,119219,97.0699,108.74,84.1283,49.2964,46.8511,58.5149,993,83.4037
sapF,71.2758,62.9359,69.5583,51.5447,59928,61196,42.4817,44.8258,37.1729,807,55.6577
satP,83.8169,82.2477,96.1451,117557,92.7383,109891,113979,86.2759,109152,567,99.0891
sbcB,0,0,0,0,0,0,0,0,0,1428,0
sbcB,150684,177633,308552,176296,163423,107.71,119744,77.9106,119231,1428,155687
sbcC,0,0,0,0,0,0,0,0,0,3147,0
sbcC,86.4386,91.7804,83.1829,74.4764,79.4646,84.0737,79.5326,88.0072,84.3749,3147,83.4812
sbcD,0,0,0,0,0,0,0,0,0,1203,0
sbcD,93.8938,97419,93.3226,75.8202,80.5484,92.75,90.5794,81.1231,89.0748,1203,88.2813
sbmA,69.7589,86.1851,72.2018,79.4911,84.8341,75.0339,74.8278,89.4591,83.7775,1221,79.5077
sbmC,73.0942,79.7961,97.9285,1693.1,1852.11,991978,1267.92,215088,654832,474,769539
sbp,48.1281,37.4095,27.8051,45729,33.2183,59.7909,85.0908,96.2815,79.5757,990,57.0032
scpA,73.5287,72.5702,63.3268,48.9092,53.5373,64.3364,78.4282,94158,81.4552,2145,70.0278
scpB,69.9034,76.1921,68441,51434,64.6616,79.86,81.3681,100603,83.7247,786,75132
scpC,72.3503,75.6552,72.5013,50.2631,46.9678,73.0232,76.3965,107552,95.5676,1479,74.4752
sdaA,343266,386095,587459,507405,461878,298989,198284,104971,246795,1365,348349
sdaB,145.37,160184,259483,92.3195,83.6885,85.7804,130388,103416,114286,1368,130546
sdaC,272239,297758,512549,120694,130874,124957,198766,134498,162154,1290,217165
sdhA,344435,335595,645129,1790.61,1592.61,763885,668337,185345,595958,1767,769.1
sdhB,129314,147766,251179,590865,565847,279051,344285,110327,297961,717,301844
sdhC,1180.83,1273.64,3067.32,8998.23,7608.04,4245.91,2498.08,627.71,2135.38,390,3515.02
sdhD,227841,205848,379476,1039.29,1092.57,487075,255557,108626,320736,348,457446
sdhE,168577,206.32,336.92,249017,286516,171134,281914,135485,199403,267,226143
sdiA,90498,104332,129648,64.0028,64215,68.3059,69.7927,56.1075,57.7521,723,78.2949
sdsR,2.53395,2.3681,7.43451,2.76123,0,1.90721,4.84914,4.56818,2.23353,121,3.18398
secA,145191,142847,234568,201626,181646,126004,118359,82706,102.37,2706,148368
secB,524247,518283,884583,943786,865.78,464256,684716,241271,453316,468,620026
secD,106881,122919,139512,104499,93.2599,101.4,103.96,92.2081,89.7201,1848,106.04
secE,269559,192893,297047,269288,337068,128307,83.8208,58.8577,168559,384,200.6
secF,138163,132584,178064,130962,126649,117641,131509,90.8929,104683,972,127905
secG,193356,219638,310664,287454,288878,216912,176703,112.69,212229,333,224.28
secM,1353.14,1317.5,2314.7,1877.65,1708.22,838966,766152,200293,575021,513,1216.85
secY,417833,488377,797867,614916,601388,342693,352715,122119,257069,1332,443886
selA,120484,115687,107923,104769,100438,117873,129224,139688,156097,1392,121354
selB,138829,136942,147053,125766,136209,121077,142336,148598,155123,1845,139104
selC,72.9403,75.4054,70.0722,72.0971,20.3629,76.5191,67939,99.2365,109525,95,73.7887
selD,63.9647,65048,73.4136,58725,54.2408,56.5877,47.4503,47.2979,61.3515,1044,58.6755
seqA,471479,531884,792813,576123,438365,286563,309799,111.81,211603,546,414493
serA,118167,118462,144311,232494,234054,157.31,202924,127.74,233872,1233,174371
serB,86.9513,101058,116601,89.3025,92.1957,80.9726,98.5262,94.1533,106.82,969,96.2868
serC,83.3387,75.6478,88.3881,96643,95.44,72.3679,57.9588,57.3843,69.3635,1089,77.3924
serS,211424,215238,360804,178036,186.47,112887,116753,60.8705,111823,1293,172701
serT,43.2038,44772,42.9343,58.8487,41967,36.7137,45.7205,33849,16.8911,88,40.5444
serU,558707,647.9,1055.5,541999,306781,301286,117349,98.6079,120114,90,416472
serV,814983,959757,1810.76,1467.56,1147.83,640206,459663,140994,444617,93,876263
serW,0,0,0,0,0,0,0,0,0,88,0
serX,87.1044,111523,122669,102511,75.9402,98.3403,84.7733,65.2553,81.3843,88,92.1667
setA,59.5531,55.4124,56.6145,49592,46.8367,59.6014,67.3979,77.6695,64.6417,1179,59.7021
setB,52.3464,47.1507,52.9699,47.6289,44.0398,56.7168,54.3204,70.5097,57.8469,1182,53.7255
setC,98.9942,98.5965,78.6464,71.7558,71.5319,97.1774,116076,143124,126234,1185,100237
sfmA,68.3232,76.3844,53345,42.4558,44.3702,87.3363,52.6389,92.9734,52.5085,543,63.3706
sfmC,74.7716,68.9475,55.8178,55.9258,49.9924,85.9151,64.3473,85.8327,56.9373,693,66.4986
sfmD,67.7504,64.07,53.2698,47.2807,49.7059,79.4497,65.6983,79.3299,58.7944,2604,62.8166
sfmF,61.3215,60.6677,54.7416,39.8211,44.3062,61.9417,48.0833,71.8314,84.3245,516,58.5599
sfmH,71.2925,70.0335,64.5427,40745,52544,70.3573,63.2064,83.3245,65.5044,984,64.6167
sfmZ,66.6496,67.1084,51.7292,33.2525,41.6733,66.8983,53.6294,86.6432,59.1321,633,58524
sfsA,59234,64624,65.8413,90.0435,95.7884,86.5804,70.8613,69.4314,75327,705,75.3035
sfsB,57.8049,58.7973,52.8783,67.0612,58.6205,55.8319,70.3013,81.6688,99.2881,279,66.9169
sgbE,90.7488,84.7065,63.8492,80887,65.4427,95.6576,78.4014,131702,103288,696,88.2981
sgbH,81.5771,81.7915,94.7065,55.9368,47.2147,76.7499,73.0746,116164,114.34,663,82.3949
sgbU,111105,99.2575,80.2409,62.2816,77.8203,99.9744,110885,133177,119277,861,99.3354
sgcA,67.9931,71801,62887,100929,94.8512,83.0672,107492,108688,84.7682,432,86.9418
sgcB,65.9371,55.7162,45.7849,55086,51.6869,72.3747,90.4304,98.0686,108006,279,71.4545
sgcC,71.3551,64.0573,67.0916,65.7284,66.5169,82.3684,94.4739,97.4535,112813,1314,80.2064
sgcE,66.5527,60.8842,52.2976,77.0614,81.9576,74.1897,65.6795,93.6289,104175,633,75.1585
sgcQ,63.5252,63.4686,53.9522,55.8918,68.8628,75.2082,78.0043,110.01,113026,807,75.7721
sgcR,73.7738,67.8841,67.7841,57.3916,57.4975,89.4499,88.2099,103381,104755,783,78903
sgcX,78.1549,65.7613,53.3973,78.4649,85.4229,99.7543,80.6831,100664,108272,1122,83.3972
sgrR,80.2068,78.1238,92.1305,90.7904,83.5767,68.6323,70.9643,80628,78.9066,1656,80.4399
sgrS,64.5632,75.1064,57.0656,119955,116208,103695,196074,87.1197,106555,227,102927
sgrT,18.5823,24.4211,24.5339,40498,21.3165,33.2172,45.7205,38.1528,50.1614,132,32956
shiA,62.2062,60539,79.7801,57.5875,68.5019,62.6431,60.0175,63.9116,58.7917,1317,63.7754
shoB,23.4687,29.1847,13327,10312,28.2247,38462,28.9751,29.9501,23.3556,81,25.0289
sibA,37.7363,25.5482,35.2281,9.3457,28.2854,41.9585,54.5128,44452,53.8625,143,36.77
sibB,46442,33.1839,58.2078,29.4802,31.0344,83.1458,42.5267,60.5135,57.6284,136,49.1292
sibC,70.0817,48.0979,59115,58469,62.8077,33.7916,58.6746,88.8349,62.7383,140,60.2901
sibD,257293,282533,395058,379669,340655,211406,273.15,186398,302386,143,292061
sibE,85.5047,72.6441,48.1463,56.4691,39.6308,61.7559,101529,77.6359,60903,142,67.1355
sieB,49.1575,56.9858,36.4245,29.7213,37.7617,46.2488,48.8526,60.0979,58.5834,489,47.0926
sixA,221186,249691,412028,304548,293103,245492,283197,146528,217707,486,263.72
skp,261815,269148,422764,315203,344486,227685,172298,80.2461,182396,486,252893
slmA,135072,136431,137724,123682,98.0936,101.47,134085,143048,164.78,597,130487
slp,99.2825,107895,69491,234819,225177,156.9,221157,174447,221.64,567,167868
slt,63.4415,64.1316,72.1332,94.5607,87.9308,88.2959,84.9454,95611,96.7097,1938,83.0844
slyA,69.4977,78881,110844,99.0805,86.9201,73.4757,72452,52.9454,39.4513,435,75.9498
slyB,94.3408,92.4522,119943,124.22,115362,113167,79.3432,60.17,74.7827,468,97.0868
slyD,920.03,1041.68,1742.83,1163.73,1278.94,646435,733255,183159,619625,591,925.52
slyX,64.9616,75.8874,36.9689,70.9409,54.6054,60.0639,72.7213,82.0292,88.8517,219,67.4478
smf,51.3466,45.0824,53095,62.9609,64.8734,71.6931,76.8916,62.5632,57.2945,1125,60.6445
smg,55.6292,61.0561,81.9866,115951,117612,85444,52.6975,50.2736,75.2615,474,77.3235
smpB,350155,390508,793415,642623,653564,367181,284262,102361,259346,483,427046
smrA,80.6748,94.2434,119624,75.8261,92.2961,78.3561,56.0292,54.9919,63.0121,564,79.4505
smrB,65.7651,77.7345,90.6094,115909,90.7981,73.3704,104928,69.4276,81.5178,552,85.5622
smtA,103373,102622,127955,87.3529,76.7436,73.5475,54.9208,49.3053,58.2807,786,81.5668
sodA,3449.61,4502.75,7673.48,6970.28,5743.39,3486.11,12277.3,2735.86,8509.84,621,6149.84
sodB,434308,479537,758.92,2038.24,2086.77,983953,367.4,127477,328302,582,844989
sodC,55.2129,62.8523,79.6176,411875,381707,237182,154474,75.5943,167487,522,180667
sohB,50.05,56.1483,47.6347,44.7069,37.6846,49.6709,35.7636,45.0389,45429,1050,45.7919
sokA,0,0,0,0,0,0,0,0,0,30,0
sokB,0,0,0,0,0,0,0,0,0,56,0
sokC,0,0,0,0,0,0,0,0,0,55,0
sokE,0,0,0,0,0,0,0,0,0,59,0
sokX,0,0,0,0,0,0,0,0,0,56,0
solA,164894,160043,231848,131673,140029,90.1227,68.5398,58.2608,88.8782,1119,126032
soxR,66.9921,53.9189,65.7754,43.4701,46.14,60.0503,45786,70.6622,64.2224,465,57.4464
soxS,99.9314,87.5541,76.0752,173757,102586,100785,207224,97.0536,166408,324,123486
speA,535206,580.98,949901,467871,475191,268709,295768,138056,240593,1977,439142
speB,116984,128181,158622,99.5796,108267,78.0515,82.6377,103962,119576,921,110651
speC,90.1736,92.6293,91.8106,59.9081,48823,70.5497,75.58,111.62,101093,2136,82.4653
speD,340855,379441,675304,243962,238685,158347,234382,101396,192.75,795,285014
speE,620076,731554,1245.09,556077,512777,268702,337797,133.92,263.4,867,518821
speF,47.3227,49.5484,40.0902,32.0586,27.6708,40.7708,39.2612,55.0488,44.4898,2199,41.8068
speG,106356,111475,106474,117921,119749,96.4635,69.9254,72.1455,58.5317,561,95449
spf,24.7536,17.7445,21.4578,16.8587,22.5877,29.6404,33.0669,36.6246,24.7942,109,25281
spoT,390289,450394,640324,484371,459708,320553,342318,208625,365533,2109,406902
sppA,86.9465,92.1574,121687,74.0365,79.6443,73.3201,64.3213,55.0667,71.3118,1857,79.8324
spy,61.8262,47.0198,63.6737,47.7789,83.9504,87.3704,46.7396,47.7686,26.9701,486,57.0109
sra,219958,316129,396335,13348.6,13289,10835.4,5116.71,1709.65,2942.47,138,5352.7
srkA,131.9,110755,155854,83.6118,109401,71.7801,88.7465,78.2799,98.5741,987,103211
srlA,439688,453562,724764,57462,62.6741,67.1039,55.8806,67.7326,54.1473,564,220335
srlB,477055,545351,728.85,69606,59.0933,63.8965,48.8955,75.2024,58.4831,372,236.27
srlD,515887,531478,951705,64.68,62.2279,66.8647,73.2895,64.7238,64.7924,780,266183
srlE,344295,365.19,571043,49.7683,50.1938,62.8613,60.5955,69.0298,70.3795,960,182595
srlM,144446,161179,239887,60.7892,53.7355,71.1547,36788,64.8287,58.1804,360,98.9987
srlQ,90.6492,79.2732,104299,43.7523,34.0436,59.0069,60.9133,63.4194,63088,966,66.4938
srlR,200919,215368,331007,150004,114287,108081,112411,78.3976,75.7698,774,154027
srmB,137755,153197,232609,224616,185083,112274,121.43,60.5656,110836,1335,148707
sroH,40.7541,24.0267,50.2868,56.0307,29.4923,73.1017,60.3926,46.7301,48.6799,161,47.7216
ssb,91.6968,78.7053,75.3834,112925,118878,85.0891,125809,91.9535,124812,537,100584
sseA,69.7297,74.4294,87.8309,63.5833,69.0142,56.1927,72.9221,57.5328,56064,846,67.4777
sseB,59.4274,64.9971,61.1295,36.9799,46.3985,57.0247,44.4455,53.71,47.1298,777,52.3603
ssnA,69.2578,68.7245,56.3165,46.0059,55577,78.9209,74171,99.1263,88.3572,1329,70.7175
sspA,127249,137104,199061,176466,150267,125498,99.4307,76.5066,100448,639,132448
sspB,130277,148736,239164,168732,174449,128361,120.85,87007,126988,498,147174
ssrA,7589.17,8343.22,14660.9,28674.9,24850.3,14849.5,23321.6,6716.08,14430.8,363,15937.4
ssrS,1786.03,2008.13,3671.06,6621.01,5717.9,3093.98,6546.73,1622.51,3641.83,183,3856.58
sstT,87.7218,86.7677,71.2435,103855,87.8601,92.2161,175.99,120071,147719,1245,108161
ssuA,44.2665,49.3238,56.4109,25.0582,26.3792,35.3369,34.7507,48.3337,37.7234,960,39.7315
ssuB,46.1508,46.3576,37.9508,34.1504,44.4234,36.5088,41.1464,42.8637,51.9049,768,42.3841
ssuC,51.1787,38.9833,31.8032,28897,24.8693,45018,38.6295,40.7894,46749,792,38.5464
ssuD,38045,47.4442,29.8289,19.3876,26548,30.6085,33.2796,42.0163,38086,1146,33916
ssuE,44.9265,40.6679,39.3564,16.5314,25.9518,38.2617,34.3433,42.9704,38.2395,576,35.6943
stfP,44.8718,44.3456,27.9868,23.5997,23.1691,39.5609,69.1854,71.3604,63.06,630,45.2377
stfQ,43.9375,43.4423,31.2002,26.5413,36.5237,57.8727,42.9114,62.9155,46867,963,43.5791
stfR,50.8916,44.7533,39.9633,39.0439,40.0565,50.9853,38.9319,58.9056,54.0434,3363,46.3972
sthA,395285,435793,856684,1924.52,1886.02,961.55,1075.49,297.68,986603,1401,979959
stpA,105382,124521,133.27,118382,93.3586,73.5051,76784,60.2794,63.06,405,94.2825
sucA,323065,357127,586361,985633,829348,457755,439237,156.15,434177,2802,507.65
sucB,172284,171795,241364,420928,351579,189942,227651,80351,212456,1218,229817
sucC,162.21,188019,246.67,556132,456456,247086,294127,90.6252,290521,1167,281316
sucD,91.9823,98066,130904,323356,295528,141381,180456,80583,169454,870,167968
sufA,66307,58.0458,95.5647,121329,98.1774,84.7414,72463,61.4999,56.7613,369,79.4322
sufB,74.4677,76.5937,112689,154368,142178,94.6041,67.2031,57248,73.9212,1488,94.8081
sufC,62.2245,73.3613,78.2763,101082,98878,67.8105,60.0323,49.2074,64.0369,747,72.7677
sufD,66.0942,67.7493,99.7171,111.37,99959,76.8333,62.4043,51.3496,64.4836,1272,77.7733
sufE,86.0266,99.4646,137201,184681,193574,108192,105329,64.8042,80.0402,417,117701
sufS,84.2732,78.6168,136447,132303,150.08,99.4153,67.4136,51759,82.7815,1221,98121
sugE,62.8642,58.3443,56.5771,89.8311,81.8475,112.12,84.0844,91.7388,99.0093,318,81.8241
suhB,149643,180781,348194,265542,239294,160019,133759,81.8889,114792,804,185.99
sulA,66.7322,81.1865,95602,2630.61,2399.65,1151.82,787587,199725,816866,510,914.42
surA,195.59,218189,366261,297245,292829,200737,215837,112216,218075,1287,235.22
sxy,49.5439,48.3253,41.9802,49.3208,37.6846,42.3082,34.8588,40847,46.7588,630,43.5142
syd,78.0558,82.1311,98.1954,81.9974,70.5379,84.1092,99.3261,105342,76.9689,546,86296
symE,46.9773,63.2568,27.8816,64.4771,38.5661,57693,72.7918,77.9382,80.2079,342,58.8655
symR,15.9277,35.3524,46.7312,26.0344,22.8392,31.4689,42.4547,45.0655,36.8533,77,33.6364
tabA,82.9803,89.5044,92.9363,87.0305,83.0781,95.7729,86.0412,107852,114546,453,93.3047
tadA,45.7478,47.0461,34.9835,53.0331,33.8464,46.4749,39.4157,44.1737,46.9197,504,43.5157
tag,119.49,101483,94.1045,94.7826,81.0709,92677,103736,144558,126264,564,106463
talA,71.3806,86.2484,71.3228,720389,650373,376976,167642,90.5751,129871,951,262753
talB,1513.69,1772.18,2931.26,1843.03,1823.32,1154.22,1064.81,437095,1067.71,954,1511.92
tam,51.7072,46.9073,49.7789,202.27,182349,126484,76.0903,58.1395,77.4453,759,96.7968
tamA,87.5971,89.0688,81.4495,118691,122616,111859,101997,107249,115958,1734,104054
tamB,66.7561,67.9586,62.9227,72.1251,75974,85.5016,83.7987,97893,99.6306,3780,79.1734
tap,50.0678,44.7161,31.1089,28.6766,32.7133,50.2023,41.4395,54631,59298,1602,43.6504
tar,46.9689,49.0498,35.5067,34.8784,42.7485,51.6529,42.1121,56816,55.1247,1662,46.0953
tas,133364,140655,166089,283078,282798,189871,125449,103423,157066,1041,175755
tatA,417441,481017,868257,855071,732105,405133,574328,167076,444924,270,549483
tatB,357352,413429,629006,723255,696.63,320442,454354,155387,417956,516,463.09
tatC,80.1836,68.3161,91.9257,102.34,90.5336,61.0343,109.28,98.5276,93.9118,777,88.4503
tatD,58.3455,57.6375,68.7032,83.2072,72.7703,60.8613,91.4214,75.3786,83.1826,783,72.3897
tatE,198994,230707,394226,200629,178448,150454,159013,116812,167586,204,199652
tauA,68.1987,71.6351,46.8938,53.0827,62.2729,75.3663,64.4976,82.8137,70.8618,963,66.1803
tauB,54.6943,64.7328,45213,53.7271,35.0349,61449,68.3227,75.8512,74.9542,768,59331
tauC,60729,54.4185,40633,48.2198,43.5406,58.2504,60.6385,81.7406,71.8075,828,57.7753
tauD,68.7348,72.56,48.1463,66.4688,66.2577,77.3303,80.5742,96.9908,75.1772,852,72.4711
tcdA,68.8442,76.8724,83.3807,69.9682,60.5818,87.9335,61.1778,102285,88.0764,807,77.68
tdcA,95672,103829,103657,41.6302,38.5809,62301,83.6423,106351,90.2297,939,80.6548
tdcB,279044,282706,505761,51635,61.2851,71.7957,104.31,109992,104418,990,174.55
tdcC,444857,383291,574459,72.7414,75.9162,72506,90.6171,101623,108042,1332,213784
tdcD,333033,300998,448821,65.6334,46.2564,80.6461,89.8526,102768,90.6446,1209,173184
tdcE,207371,205323,220445,56.7766,63.6013,64958,90395,103713,95.0316,2295,123068
tdcF,99.5296,88.1663,48.9,41.5494,58.1696,74.5571,56.0955,95.7471,105331,390,74.2273
tdcG,79.1115,76.8831,64.1895,57031,43.5467,60.4403,67.4251,102204,94.0456,1365,71.6529
tdcR,63.8416,66.4015,45.1842,26.6982,42.5601,70.0746,76.9314,66.3244,72809,219,58.9806
